matricula;tipus;dia_hora;durada;hora;dia_setmana;dia_setmana_dec
2117 FZG;1;2023-01-28 23:11:44;8270;23.2;5;6.0
2117 FZG;1;2023-03-25 20:56:21;11582;20.9;5;5.9
2117 FZG;1;2023-08-06 19:28:29;12448;19.5;6;6.8
2117 FZG;1;2023-11-04 21:01:15;11362;21.0;5;5.9
2117 FZG;1;2023-06-25 22:02:15;10964;22.0;6;6.9
2117 FZG;1;2023-01-15 22:06:26;5983;22.1;6;6.9
2117 FZG;1;2023-01-14 20:44:46;15317;20.7;5;5.9
2117 FZG;1;2023-10-29 20:55:10;6404;20.9;6;6.9
2117 FZG;1;2023-12-24 19:50:38;8073;19.8;6;6.8
2117 FZG;1;2023-02-19 19:41:15;12583;19.7;6;6.8
2117 FZG;1;2023-07-01 18:11:05;7843;18.2;5;5.8
2117 FZG;1;2023-07-08 19:36:33;5856;19.6;5;5.8
2117 FZG;1;2023-02-12 20:25:49;6354;20.4;6;6.8
2117 FZG;1;2023-05-06 21:28:39;7957;21.5;5;5.9
2117 FZG;1;2023-05-13 20:26:51;13815;20.4;5;5.8
2117 FZG;1;2023-03-19 21:16:21;11254;21.3;6;6.9
2117 FZG;1;2023-08-12 20:58:26;6752;21.0;5;5.9
2117 FZG;1;2023-09-17 21:18:05;18426;21.3;6;6.9
2117 FZG;1;2023-03-18 20:44:13;7187;20.7;5;5.9
5667 HVI;1;2023-09-24 19:28:55;3880;19.5;6;6.8
5667 HVI;1;2023-07-01 20:39:23;8854;20.7;5;5.9
5667 HVI;1;2023-01-22 22:02:42;10512;22.0;6;6.9
5667 HVI;1;2023-07-30 21:39:41;13044;21.7;6;6.9
5667 HVI;1;2023-12-03 22:11:54;9688;22.2;6;6.9
5667 HVI;1;2023-10-14 21:58:12;12423;22.0;5;5.9
5667 HVI;1;2023-08-12 19:56:14;7109;19.9;5;5.8
5667 HVI;1;2023-07-22 21:25:10;9664;21.4;5;5.9
5667 HVI;1;2023-07-16 18:47:21;11724;18.8;6;6.8
5667 HVI;1;2023-01-14 21:15:37;11513;21.3;5;5.9
5667 HVI;1;2023-09-23 22:31:33;9366;22.5;5;5.9
5667 HVI;1;2023-05-07 19:27:48;13082;19.5;6;6.8
5667 HVI;1;2023-04-15 21:09:17;12962;21.2;5;5.9
5667 HVI;1;2023-08-26 21:38:50;11338;21.6;5;5.9
5667 HVI;1;2023-10-15 20:26:55;10564;20.4;6;6.8
5667 HVI;1;2023-06-03 20:50:30;9157;20.8;5;5.9
5667 HVI;1;2023-12-16 21:09:24;10368;21.2;5;5.9
5667 HVI;1;2023-11-25 21:02:55;6875;21.0;5;5.9
5667 HVI;1;2023-04-08 20:42:51;6672;20.7;5;5.9
5667 HVI;1;2023-03-26 19:56:29;15756;19.9;6;6.8
5667 HVI;1;2023-04-29 19:58:59;12548;20.0;5;5.8
5667 HVI;1;2023-02-19 19:18:57;10427;19.3;6;6.8
5667 HVI;1;2023-05-21 22:02:34;13625;22.0;6;6.9
5667 HVI;1;2023-01-07 20:15:30;13657;20.3;5;5.8
5667 HVI;1;2023-08-27 20:37:39;7317;20.6;6;6.9
5667 HVI;1;2023-02-26 19:47:32;3571;19.8;6;6.8
5667 HVI;1;2023-09-09 21:28:10;13592;21.5;5;5.9
5667 HVI;1;2023-02-12 22:40:15;9535;22.7;6;6.9
5667 HVI;1;2023-05-20 20:40:20;8788;20.7;5;5.9
5667 HVI;1;2023-10-01 21:18:44;11364;21.3;6;6.9
5667 HVI;1;2023-11-05 19:29:41;12517;19.5;6;6.8
5667 HVI;1;2023-07-09 21:34:15;11714;21.6;6;6.9
5667 HVI;1;2023-05-14 20:45:31;3899;20.8;6;6.9
5667 HVI;1;2023-11-04 21:06:04;10415;21.1;5;5.9
5667 HVI;1;2023-06-18 20:32:02;11043;20.5;6;6.9
5667 HVI;1;2023-11-18 20:46:31;11058;20.8;5;5.9
5667 HVI;1;2023-08-19 20:52:59;9108;20.9;5;5.9
5667 HVI;1;2023-04-23 19:53:26;6341;19.9;6;6.8
5667 HVI;1;2023-09-02 21:20:28;10666;21.3;5;5.9
2982 DIO;1;2023-06-24 21:24:25;12371;21.4;5;5.9
2982 DIO;1;2023-06-25 20:52:15;17696;20.9;6;6.9
2982 DIO;1;2023-01-07 20:29:51;11043;20.5;5;5.9
2982 DIO;1;2023-05-28 20:29:32;9507;20.5;6;6.9
2982 DIO;1;2023-02-04 19:57:58;13248;20.0;5;5.8
2982 DIO;1;2023-10-22 20:28:11;13160;20.5;6;6.9
2982 DIO;1;2023-04-30 22:03:50;10723;22.1;6;6.9
2982 DIO;1;2023-12-16 20:28:06;11915;20.5;5;5.9
2982 DIO;1;2023-11-18 21:33:55;13138;21.6;5;5.9
2982 DIO;1;2023-07-08 19:40:20;16218;19.7;5;5.8
2982 DIO;1;2023-05-20 20:07:16;5831;20.1;5;5.8
2982 DIO;1;2023-09-02 21:36:55;9559;21.6;5;5.9
2982 DIO;1;2023-12-17 21:06:33;11575;21.1;6;6.9
2982 DIO;1;2023-07-01 22:43:13;11337;22.7;5;5.9
2982 DIO;1;2023-12-24 21:28:10;9578;21.5;6;6.9
2982 DIO;1;2023-09-23 20:17:42;13903;20.3;5;5.8
2982 DIO;1;2023-10-15 21:35:16;16471;21.6;6;6.9
2982 DIO;1;2023-09-03 20:13:44;12136;20.2;6;6.8
2982 DIO;1;2023-01-28 21:46:17;4792;21.8;5;5.9
2982 DIO;1;2023-12-23 19:43:32;12571;19.7;5;5.8
2982 DIO;1;2023-08-27 21:13:54;8500;21.2;6;6.9
2982 DIO;1;2023-01-01 21:54:39;7576;21.9;6;6.9
2982 DIO;1;2023-07-29 19:33:33;11105;19.6;5;5.8
2982 DIO;1;2023-09-10 21:07:55;14206;21.1;6;6.9
2982 DIO;1;2023-08-20 21:13:27;13800;21.2;6;6.9
2982 DIO;1;2023-06-18 20:01:51;13911;20.0;6;6.8
2982 DIO;1;2023-03-25 19:57:20;14500;20.0;5;5.8
2982 DIO;1;2023-06-10 20:48:11;10770;20.8;5;5.9
4222 PYL;1;2023-03-18 20:35:09;10336;20.6;5;5.9
4222 PYL;1;2023-07-01 20:40:51;5538;20.7;5;5.9
4222 PYL;1;2023-05-20 20:10:17;8548;20.2;5;5.8
4222 PYL;1;2023-07-16 21:16:00;12693;21.3;6;6.9
4222 PYL;1;2023-01-22 20:41:30;12182;20.7;6;6.9
4222 PYL;1;2023-01-21 21:27:02;9686;21.5;5;5.9
4222 PYL;1;2023-06-10 18:33:56;10925;18.6;5;5.8
4222 PYL;1;2023-09-03 22:27:14;8855;22.5;6;6.9
4222 PYL;1;2023-08-20 21:44:24;8250;21.7;6;6.9
4222 PYL;1;2023-06-03 20:20:32;18399;20.3;5;5.8
4222 PYL;1;2023-08-13 20:55:37;7407;20.9;6;6.9
4222 PYL;1;2023-10-01 22:08:42;11919;22.1;6;6.9
4222 PYL;1;2023-07-08 21:23:31;3979;21.4;5;5.9
4222 PYL;1;2023-02-26 20:39:30;11051;20.7;6;6.9
4222 PYL;1;2023-08-06 20:50:22;7148;20.8;6;6.9
4222 PYL;1;2023-08-27 20:40:05;15986;20.7;6;6.9
4222 PYL;1;2023-04-29 20:36:35;13112;20.6;5;5.9
4222 PYL;1;2023-09-16 22:30:47;10287;22.5;5;5.9
4222 PYL;1;2023-04-22 20:51:38;15031;20.9;5;5.9
4222 PYL;1;2023-12-31 22:11:01;13260;22.2;6;6.9
4222 PYL;1;2023-04-02 19:47:05;12713;19.8;6;6.8
4222 PYL;1;2023-01-01 21:14:43;11707;21.2;6;6.9
4222 PYL;1;2023-10-08 22:44:40;7350;22.7;6;6.9
4222 PYL;1;2023-11-19 22:49:28;4752;22.8;6;7.0
4222 PYL;1;2023-02-04 19:53:08;11012;19.9;5;5.8
4222 PYL;1;2023-12-02 20:41:03;12493;20.7;5;5.9
4222 PYL;1;2023-04-16 21:46:35;6967;21.8;6;6.9
4222 PYL;1;2023-04-09 20:49:02;11561;20.8;6;6.9
4222 PYL;1;2023-01-29 19:40:02;10052;19.7;6;6.8
4222 PYL;1;2023-10-14 20:59:31;12114;21.0;5;5.9
4222 PYL;1;2023-06-24 20:35:59;14877;20.6;5;5.9
4222 PYL;1;2023-04-23 20:54:04;10040;20.9;6;6.9
4222 PYL;1;2023-07-15 19:25:11;7453;19.4;5;5.8
4222 PYL;1;2023-09-02 20:24:07;5641;20.4;5;5.8
4222 PYL;1;2023-12-03 20:31:58;7581;20.5;6;6.9
4222 PYL;1;2023-12-23 17:40:56;14023;17.7;5;5.7
4222 PYL;1;2023-10-21 22:11:58;12173;22.2;5;5.9
4222 PYL;1;2023-05-07 21:05:24;10665;21.1;6;6.9
4222 PYL;1;2023-10-07 18:40:00;10558;18.7;5;5.8
4222 PYL;1;2023-02-19 19:32:48;7302;19.5;6;6.8
4222 PYL;1;2023-10-15 19:36:08;11109;19.6;6;6.8
4222 PYL;1;2023-12-24 23:39:02;9054;23.7;6;7.0
4222 PYL;1;2023-09-24 22:22:12;12436;22.4;6;6.9
4222 PYL;1;2023-11-04 22:34:42;15106;22.6;5;5.9
4222 PYL;1;2023-04-15 19:09:38;14793;19.2;5;5.8
5630 RWB;1;2023-06-25 21:32:53;6653;21.5;6;6.9
5630 RWB;1;2023-11-05 21:24:34;5659;21.4;6;6.9
5630 RWB;1;2023-12-31 21:11:45;14969;21.2;6;6.9
5630 RWB;1;2023-02-12 21:14:21;6454;21.2;6;6.9
5630 RWB;1;2023-08-12 20:42:08;12053;20.7;5;5.9
5630 RWB;1;2023-09-09 21:49:05;11521;21.8;5;5.9
5630 RWB;1;2023-12-23 20:38:04;8805;20.6;5;5.9
5630 RWB;1;2023-02-05 21:28:54;16684;21.5;6;6.9
5630 RWB;1;2023-10-08 21:42:07;8484;21.7;6;6.9
5630 RWB;1;2023-03-18 22:14:28;10449;22.2;5;5.9
5630 RWB;1;2023-07-02 22:29:40;10531;22.5;6;6.9
5630 RWB;1;2023-09-24 22:05:36;9682;22.1;6;6.9
5630 RWB;1;2023-08-27 20:51:18;15989;20.9;6;6.9
5630 RWB;1;2023-05-06 19:43:34;11664;19.7;5;5.8
5630 RWB;1;2023-10-29 20:25:42;11845;20.4;6;6.8
5630 RWB;1;2023-09-10 21:07:18;19143;21.1;6;6.9
5630 RWB;1;2023-06-03 21:21:09;6432;21.4;5;5.9
5630 RWB;1;2023-08-06 20:35:40;13380;20.6;6;6.9
5630 RWB;1;2023-12-24 20:41:27;13383;20.7;6;6.9
5630 RWB;1;2023-11-25 22:22:24;14309;22.4;5;5.9
5630 RWB;1;2023-07-15 19:53:38;8743;19.9;5;5.8
5630 RWB;1;2023-01-07 21:05:12;4392;21.1;5;5.9
5630 RWB;1;2023-07-01 21:42:56;9853;21.7;5;5.9
5630 RWB;1;2023-09-03 20:49:33;12074;20.8;6;6.9
5630 RWB;1;2023-01-29 20:24:45;16243;20.4;6;6.8
5630 RWB;1;2023-05-14 21:45:17;6073;21.8;6;6.9
5630 RWB;1;2023-04-30 21:03:17;8874;21.1;6;6.9
5630 RWB;1;2023-12-02 21:48:23;13498;21.8;5;5.9
5630 RWB;1;2023-03-26 22:22:45;9102;22.4;6;6.9
5531 IOM;1;2023-08-05 20:43:28;11659;20.7;5;5.9
5531 IOM;1;2023-11-18 21:21:01;8472;21.4;5;5.9
5531 IOM;1;2023-07-01 21:42:53;10536;21.7;5;5.9
5531 IOM;1;2023-09-10 18:32:15;2119;18.5;6;6.8
5531 IOM;1;2023-04-01 20:00:14;16300;20.0;5;5.8
5531 IOM;1;2023-01-08 21:54:43;12007;21.9;6;6.9
5531 IOM;1;2023-03-05 20:35:39;10400;20.6;6;6.9
5531 IOM;1;2023-02-12 21:33:36;9441;21.6;6;6.9
5531 IOM;1;2023-11-19 22:17:41;16233;22.3;6;6.9
5531 IOM;1;2023-12-23 22:06:11;8668;22.1;5;5.9
5531 IOM;1;2023-06-24 20:51:58;10584;20.9;5;5.9
5531 IOM;1;2023-12-31 21:17:35;5721;21.3;6;6.9
5531 IOM;1;2023-07-15 22:15:15;7595;22.3;5;5.9
5531 IOM;1;2023-05-07 21:10:15;11011;21.2;6;6.9
5531 IOM;1;2023-09-16 20:47:32;14988;20.8;5;5.9
5531 IOM;1;2023-12-24 21:22:09;14057;21.4;6;6.9
5531 IOM;1;2023-04-29 21:45:44;8346;21.8;5;5.9
5531 IOM;1;2023-12-17 22:22:40;15064;22.4;6;6.9
5531 IOM;1;2023-10-01 20:01:04;9898;20.0;6;6.8
5531 IOM;1;2023-11-25 20:40:49;11960;20.7;5;5.9
5531 IOM;1;2023-07-29 21:28:04;19166;21.5;5;5.9
5531 IOM;1;2023-01-14 20:10:33;9712;20.2;5;5.8
5531 IOM;1;2023-05-27 22:14:09;15086;22.2;5;5.9
5531 IOM;1;2023-07-02 20:15:00;13734;20.2;6;6.8
5531 IOM;1;2023-04-16 20:38:13;13115;20.6;6;6.9
5531 IOM;1;2023-10-28 21:39:21;17057;21.7;5;5.9
5531 IOM;1;2023-02-11 19:28:37;7997;19.5;5;5.8
5531 IOM;1;2023-06-11 21:34:46;6982;21.6;6;6.9
5531 IOM;1;2023-04-23 20:27:04;14190;20.5;6;6.9
5531 IOM;1;2023-01-21 20:09:20;8706;20.2;5;5.8
5531 IOM;1;2023-08-19 20:59:45;5470;21.0;5;5.9
5531 IOM;1;2023-07-08 23:09:54;6753;23.2;5;6.0
5531 IOM;1;2023-02-18 19:03:16;10357;19.1;5;5.8
5531 IOM;1;2023-06-04 20:31:27;13651;20.5;6;6.9
5531 IOM;1;2023-04-02 22:02:57;5403;22.0;6;6.9
5531 IOM;1;2023-11-12 19:55:25;7127;19.9;6;6.8
9267 VHX;1;2023-01-21 23:13:05;10417;23.2;5;6.0
9267 VHX;1;2023-06-24 22:34:11;11082;22.6;5;5.9
9267 VHX;1;2023-01-29 21:02:20;5646;21.0;6;6.9
9267 VHX;1;2023-01-28 20:58:34;14523;21.0;5;5.9
9267 VHX;1;2023-11-05 21:07:58;12312;21.1;6;6.9
9267 VHX;1;2023-04-01 21:21:01;19612;21.4;5;5.9
9267 VHX;1;2023-04-22 20:12:58;13554;20.2;5;5.8
9267 VHX;1;2023-04-23 21:42:21;13402;21.7;6;6.9
9267 VHX;1;2023-07-09 22:45:30;8808;22.8;6;7.0
9267 VHX;1;2023-08-27 20:23:38;11485;20.4;6;6.8
9267 VHX;1;2023-05-21 21:38:26;6274;21.6;6;6.9
9267 VHX;1;2023-11-04 20:56:25;9025;20.9;5;5.9
9267 VHX;1;2023-05-28 22:27:55;16534;22.5;6;6.9
9267 VHX;1;2023-03-25 21:02:59;14475;21.0;5;5.9
9267 VHX;1;2023-11-12 19:03:49;9257;19.1;6;6.8
9267 VHX;1;2023-06-10 19:37:44;10052;19.6;5;5.8
9267 VHX;1;2023-10-15 21:52:29;8722;21.9;6;6.9
9267 VHX;1;2023-04-16 21:00:15;17888;21.0;6;6.9
9267 VHX;1;2023-04-08 21:30:42;20855;21.5;5;5.9
9267 VHX;1;2023-10-22 20:55:20;4156;20.9;6;6.9
9267 VHX;1;2023-04-02 21:29:54;9964;21.5;6;6.9
9267 VHX;1;2023-12-03 19:34:20;7630;19.6;6;6.8
9267 VHX;1;2023-08-05 19:13:26;18210;19.2;5;5.8
9267 VHX;1;2023-09-23 19:25:14;17690;19.4;5;5.8
9267 VHX;1;2023-12-31 20:39:03;11182;20.7;6;6.9
9267 VHX;1;2023-12-09 21:19:51;14442;21.3;5;5.9
9267 VHX;1;2023-05-14 19:16:59;11406;19.3;6;6.8
9267 VHX;1;2023-06-17 18:57:01;12274;19.0;5;5.8
9267 VHX;1;2023-10-08 20:23:09;9739;20.4;6;6.8
9267 VHX;1;2023-12-24 22:14:29;4246;22.2;6;6.9
9267 VHX;1;2023-04-15 20:56:11;12530;20.9;5;5.9
9267 VHX;1;2023-11-18 21:12:17;17939;21.2;5;5.9
9267 VHX;1;2023-09-16 21:31:37;6902;21.5;5;5.9
9267 VHX;1;2023-12-16 20:34:30;10164;20.6;5;5.9
9267 VHX;1;2023-12-30 22:00:24;13783;22.0;5;5.9
9267 VHX;1;2023-04-30 21:19:53;12477;21.3;6;6.9
9267 VHX;1;2023-09-10 21:20:43;12272;21.3;6;6.9
9267 VHX;1;2023-06-18 21:20:29;17857;21.3;6;6.9
9267 VHX;1;2023-04-09 22:02:54;14169;22.0;6;6.9
9267 VHX;1;2023-11-26 21:42:11;13666;21.7;6;6.9
9267 VHX;1;2023-08-13 19:34:23;12646;19.6;6;6.8
9267 VHX;1;2023-02-19 20:09:34;17379;20.2;6;6.8
9267 VHX;1;2023-03-04 21:13:58;11877;21.2;5;5.9
9267 VHX;1;2023-10-21 22:37:15;7789;22.6;5;5.9
9267 VHX;1;2023-01-22 19:37:32;12325;19.6;6;6.8
8487 TPC;1;2023-03-26 21:30:08;13001;21.5;6;6.9
8487 TPC;1;2023-10-22 20:43:15;12013;20.7;6;6.9
8487 TPC;1;2023-08-06 20:28:00;5754;20.5;6;6.9
8487 TPC;1;2023-08-27 21:43:21;11220;21.7;6;6.9
8487 TPC;1;2023-01-29 19:39:26;5516;19.7;6;6.8
8487 TPC;1;2023-01-28 19:51:39;12129;19.9;5;5.8
8487 TPC;1;2023-10-14 20:04:23;11856;20.1;5;5.8
8487 TPC;1;2023-03-11 19:37:27;9876;19.6;5;5.8
8487 TPC;1;2023-02-19 21:24:42;7688;21.4;6;6.9
8487 TPC;1;2023-03-25 20:18:21;5972;20.3;5;5.8
8487 TPC;1;2023-12-31 22:02:23;9033;22.0;6;6.9
8487 TPC;1;2023-06-18 21:01:49;4396;21.0;6;6.9
8487 TPC;1;2023-08-12 20:23:50;10988;20.4;5;5.8
8487 TPC;1;2023-06-10 21:42:23;11077;21.7;5;5.9
8487 TPC;1;2023-02-26 19:13:46;10619;19.2;6;6.8
8487 TPC;1;2023-06-17 20:59:01;12212;21.0;5;5.9
8487 TPC;1;2023-08-19 21:30:05;7461;21.5;5;5.9
8487 TPC;1;2023-05-27 20:55:41;13074;20.9;5;5.9
8487 TPC;1;2023-01-14 21:46:13;7459;21.8;5;5.9
8487 TPC;1;2023-09-09 20:14:28;11683;20.2;5;5.8
8487 TPC;1;2023-02-18 20:37:58;9764;20.6;5;5.9
8487 TPC;1;2023-02-05 21:50:48;11338;21.8;6;6.9
8487 TPC;1;2023-07-02 21:34:58;13010;21.6;6;6.9
8487 TPC;1;2023-05-28 19:55:41;13458;19.9;6;6.8
8487 TPC;1;2023-04-29 20:57:12;5005;21.0;5;5.9
8487 TPC;1;2023-09-30 21:14:13;11651;21.2;5;5.9
8487 TPC;1;2023-05-21 21:21:33;8940;21.4;6;6.9
8487 TPC;1;2023-11-25 21:59:06;7994;22.0;5;5.9
8487 TPC;1;2023-04-09 20:36:14;14699;20.6;6;6.9
8487 TPC;1;2023-10-15 21:29:35;11636;21.5;6;6.9
8487 TPC;1;2023-04-01 22:43:42;9958;22.7;5;5.9
8487 TPC;1;2023-05-20 19:09:10;11584;19.2;5;5.8
8487 TPC;1;2023-11-12 20:35:57;9561;20.6;6;6.9
8487 TPC;1;2023-06-03 20:06:01;7094;20.1;5;5.8
8487 TPC;1;2023-03-18 20:21:55;12210;20.4;5;5.8
8487 TPC;1;2023-04-15 19:49:27;12575;19.8;5;5.8
8487 TPC;1;2023-05-07 20:27:21;11350;20.5;6;6.9
8487 TPC;1;2023-02-04 22:30:18;9093;22.5;5;5.9
8487 TPC;1;2023-07-23 21:12:34;10312;21.2;6;6.9
8487 TPC;1;2023-10-08 21:59:29;5378;22.0;6;6.9
8487 TPC;1;2023-07-29 21:23:42;9021;21.4;5;5.9
8487 TPC;1;2023-01-15 19:38:51;7452;19.6;6;6.8
8487 TPC;1;2023-03-19 20:27:48;11380;20.5;6;6.9
8487 TPC;1;2023-06-24 21:16:22;13703;21.3;5;5.9
8487 TPC;1;2023-12-24 20:07:03;10510;20.1;6;6.8
8487 TPC;1;2023-01-21 21:08:05;13480;21.1;5;5.9
8487 TPC;1;2023-04-30 19:59:27;10272;20.0;6;6.8
8487 TPC;1;2023-12-09 19:30:20;9734;19.5;5;5.8
8487 TPC;1;2023-03-04 19:52:44;7745;19.9;5;5.8
2776 ENR;1;2023-12-23 21:16:11;10234;21.3;5;5.9
2776 ENR;1;2023-11-26 20:16:21;15381;20.3;6;6.8
2776 ENR;1;2023-12-09 21:55:33;10626;21.9;5;5.9
2776 ENR;1;2023-01-01 20:18:49;12884;20.3;6;6.8
2776 ENR;1;2023-01-28 20:32:04;10182;20.5;5;5.9
2776 ENR;1;2023-11-04 21:30:41;9959;21.5;5;5.9
2776 ENR;1;2023-06-04 18:45:15;11227;18.8;6;6.8
2776 ENR;1;2023-04-16 22:10:54;11990;22.2;6;6.9
2776 ENR;1;2023-05-28 20:21:30;16562;20.4;6;6.8
2776 ENR;1;2023-12-03 19:45:07;16414;19.8;6;6.8
2776 ENR;1;2023-06-17 20:35:38;5762;20.6;5;5.9
2776 ENR;1;2023-08-05 21:36:12;13561;21.6;5;5.9
2776 ENR;1;2023-08-19 21:21:42;12971;21.4;5;5.9
2776 ENR;1;2023-02-19 22:06:09;12279;22.1;6;6.9
2776 ENR;1;2023-12-30 22:11:58;12523;22.2;5;5.9
2776 ENR;1;2023-04-08 21:47:05;9243;21.8;5;5.9
2776 ENR;1;2023-07-30 20:31:02;7266;20.5;6;6.9
2776 ENR;1;2023-07-15 21:43:29;8773;21.7;5;5.9
2776 ENR;1;2023-09-17 20:41:06;9845;20.7;6;6.9
2776 ENR;1;2023-10-08 20:48:09;2243;20.8;6;6.9
2776 ENR;1;2023-08-12 19:49:25;12350;19.8;5;5.8
2776 ENR;1;2023-09-10 19:14:03;15170;19.2;6;6.8
2776 ENR;1;2023-05-14 21:27:20;8880;21.5;6;6.9
2776 ENR;1;2023-04-02 20:52:46;10371;20.9;6;6.9
2776 ENR;1;2023-07-01 21:41:57;11949;21.7;5;5.9
2776 ENR;1;2023-02-11 22:08:18;16476;22.1;5;5.9
2776 ENR;1;2023-03-26 22:09:05;10024;22.2;6;6.9
2776 ENR;1;2023-08-27 21:30:40;10931;21.5;6;6.9
2776 ENR;1;2023-12-02 21:36:16;1795;21.6;5;5.9
2776 ENR;1;2023-09-03 19:24:15;19642;19.4;6;6.8
2776 ENR;1;2023-03-18 21:28:35;16349;21.5;5;5.9
2776 ENR;1;2023-05-27 22:06:29;8593;22.1;5;5.9
2776 ENR;1;2023-02-18 20:25:38;11789;20.4;5;5.8
2776 ENR;1;2023-01-21 21:04:16;6858;21.1;5;5.9
2776 ENR;1;2023-04-30 19:17:28;12848;19.3;6;6.8
2776 ENR;1;2023-10-07 21:56:19;5233;21.9;5;5.9
2776 ENR;1;2023-07-08 20:58:23;18743;21.0;5;5.9
2776 ENR;1;2023-01-22 20:21:33;11105;20.4;6;6.8
2776 ENR;1;2023-11-25 21:08:51;16068;21.1;5;5.9
2776 ENR;1;2023-07-16 20:27:14;7144;20.5;6;6.9
2776 ENR;1;2023-05-20 22:44:23;12770;22.7;5;5.9
9586 PWF;1;2023-03-25 19:49:12;8856;19.8;5;5.8
9586 PWF;1;2023-05-13 20:09:28;14012;20.2;5;5.8
9586 PWF;1;2023-05-21 19:48:36;14160;19.8;6;6.8
9586 PWF;1;2023-12-09 22:14:47;12689;22.2;5;5.9
9586 PWF;1;2023-05-28 20:07:13;10211;20.1;6;6.8
9586 PWF;1;2023-04-15 22:40:39;8699;22.7;5;5.9
9586 PWF;1;2023-04-23 21:17:17;16445;21.3;6;6.9
9586 PWF;1;2023-05-20 20:30:28;14027;20.5;5;5.9
9586 PWF;1;2023-08-20 23:21:29;14544;23.4;6;7.0
9586 PWF;1;2023-09-16 21:06:28;11490;21.1;5;5.9
9586 PWF;1;2023-10-21 20:12:19;13152;20.2;5;5.8
9586 PWF;1;2023-10-07 20:56:05;4803;20.9;5;5.9
9586 PWF;1;2023-07-08 21:21:36;7216;21.4;5;5.9
9586 PWF;1;2023-09-09 21:25:21;18800;21.4;5;5.9
9586 PWF;1;2023-07-02 20:08:25;11777;20.1;6;6.8
9586 PWF;1;2023-11-26 21:25:49;9346;21.4;6;6.9
9586 PWF;1;2023-09-03 22:04:16;14055;22.1;6;6.9
9586 PWF;1;2023-06-17 20:48:51;9254;20.8;5;5.9
9586 PWF;1;2023-10-01 20:01:37;15949;20.0;6;6.8
9586 PWF;1;2023-09-10 20:55:45;13690;20.9;6;6.9
9586 PWF;1;2023-02-04 20:41:54;8791;20.7;5;5.9
9586 PWF;1;2023-11-04 19:46:11;9486;19.8;5;5.8
9586 PWF;1;2023-02-18 22:04:44;9848;22.1;5;5.9
9586 PWF;1;2023-10-29 21:42:47;17964;21.7;6;6.9
9586 PWF;1;2023-03-18 21:57:40;10249;22.0;5;5.9
9586 PWF;1;2023-05-27 23:29:41;9135;23.5;5;6.0
9586 PWF;1;2023-02-25 20:07:35;7930;20.1;5;5.8
9586 PWF;1;2023-12-16 21:51:11;8169;21.9;5;5.9
9586 PWF;1;2023-03-04 21:22:59;18380;21.4;5;5.9
9586 PWF;1;2023-12-03 21:27:31;9199;21.5;6;6.9
9586 PWF;1;2023-11-11 20:40:51;6093;20.7;5;5.9
9586 PWF;1;2023-07-30 22:01:38;17261;22.0;6;6.9
9586 PWF;1;2023-08-27 22:17:28;8753;22.3;6;6.9
8716 BAO;1;2023-06-25 20:56:43;5930;20.9;6;6.9
8716 BAO;1;2023-01-01 21:43:56;7041;21.7;6;6.9
8716 BAO;1;2023-09-24 21:19:34;11335;21.3;6;6.9
8716 BAO;1;2023-08-20 21:26:20;9296;21.4;6;6.9
8716 BAO;1;2023-01-07 21:03:30;9203;21.1;5;5.9
8716 BAO;1;2023-07-29 19:12:45;7044;19.2;5;5.8
8716 BAO;1;2023-05-06 20:40:22;16034;20.7;5;5.9
8716 BAO;1;2023-04-09 23:10:30;12631;23.2;6;7.0
8716 BAO;1;2023-11-19 21:52:31;9246;21.9;6;6.9
8716 BAO;1;2023-01-21 20:02:48;12681;20.0;5;5.8
8716 BAO;1;2023-04-30 20:10:26;9487;20.2;6;6.8
8716 BAO;1;2023-12-09 22:04:02;11647;22.1;5;5.9
8716 BAO;1;2023-09-30 21:01:24;11584;21.0;5;5.9
8716 BAO;1;2023-07-16 19:47:17;10809;19.8;6;6.8
8716 BAO;1;2023-02-12 21:18:32;9196;21.3;6;6.9
8716 BAO;1;2023-07-30 20:54:51;10080;20.9;6;6.9
8716 BAO;1;2023-06-18 21:23:12;14588;21.4;6;6.9
8716 BAO;1;2023-08-05 21:50:55;11019;21.8;5;5.9
8716 BAO;1;2023-12-02 17:53:14;10018;17.9;5;5.7
8716 BAO;1;2023-02-04 22:24:43;12469;22.4;5;5.9
8716 BAO;1;2023-08-26 19:41:13;11677;19.7;5;5.8
8716 BAO;1;2023-04-15 22:26:19;7187;22.4;5;5.9
8716 BAO;1;2023-03-04 20:20:09;15127;20.3;5;5.8
8716 BAO;1;2023-07-22 20:47:07;10098;20.8;5;5.9
8716 BAO;1;2023-02-26 22:09:19;13318;22.2;6;6.9
8716 BAO;1;2023-02-18 23:00:48;10502;23.0;5;6.0
8716 BAO;1;2023-04-29 22:54:30;10510;22.9;5;6.0
8716 BAO;1;2023-09-09 20:07:43;7315;20.1;5;5.8
8716 BAO;1;2023-06-24 19:26:06;6634;19.4;5;5.8
8716 BAO;1;2023-01-08 19:36:29;12547;19.6;6;6.8
8716 BAO;1;2023-09-23 20:30:19;18204;20.5;5;5.9
8716 BAO;1;2023-04-02 19:51:33;9409;19.9;6;6.8
8716 BAO;1;2023-09-02 22:01:15;12066;22.0;5;5.9
8716 BAO;1;2023-07-01 22:04:56;8250;22.1;5;5.9
